104	Caniapisc	1980	56	53790000	0	X	0	0	-66.25	54.25
105	CaribouF	1958	25	1948914	0	H	0	0	-94.25	49.75
106	CatArmDam	1984	55	926000	58400	H	0	0	-56.75	49.75
107	Churchill	1971	16	32320000	0	X	0	0	-63.25	53.25
108	ChuteDesG	1953	49	575000	0	H	0	0	-71.25	48.25
109	Corra-Lin	1932	21	1008193	0	H	0	0	-117.25	49.25
110	DanielJoh	1968	214	141851350	0	H	0	0	-68.75	50.75
111	DesJoachi	1950	52	1285530	0	H	0	0	-75.75	45.25
112	LacCasseR	1956	61	13900000	0	H	0	0	-69.75	49.25
113	Duncan		1967	39	1726886	0	C	0	0	-116.75	49.25
114	EastForeb	1971	18	793134	0	H	0	0	-93.75	58.75
115	Exploits	1928	11	1274270	0	H	0	0	-56.75	48.75
116	Gardiner	1968	69	9867920	0	ISH	0	0	-106.75	51.25
117	Gouin	1918	16	8570000	0	HI	0	0	-72.75	47.75
118	GrandRapi	1965	66	9643503	0	H	0	0	-101.25	53.75
119	Hart_Jaun	1960	23	1548030	0	H	0	0	-67.75	51.75
120	Hollingsw	1959	37	646102	0	H	0	0	-84.25	46.75
121	Keenleysi	1968	52	10300000	0	C	0	0	-124.75	53.75
122	Isle_Mali	1925	45	5365382	0	X	0	0	-71.75	48.75
123	Jenpeg	1975	30	31790000	0	CH	0	0	-96.25	56.25
124	JimGrayIn	1953	57	1036132	0	H	0	0	-71.25	48.75
125	Kenney		1952	104	23800000	0	H	0	0	-125.25	53.75
126	Kettlerap	1970	46	2528675	0	H	0	0	-94.25	56.25
127	LaGrande1	1994	60	1200000	0	X	0	0	-77.75	53.75
128	LaGrande2	1992	168	61720000	0	X	0	0	-78.75	53.75
129	LaGrande4	1984	125	20000	0	X	0	0	-79.25	54.25
130	LacSteAnn	1955	20	3273000	0	H	0	0	-67.75	49.75
131	LakeMan		1941	11	2220282	0	S	0	0	-74.25	47.25
132	Lois		1941	64	555071	0	H	0	0	-124.25	49.75
133	Mactaquac	1968	55	1360476	0	H	0	0	-66.75	45.75
134	Manicouag	1975	108	10420000	0	X	0	0	-68.75	49.75
135	Manicoua2	1965	91	340000	0	HL	0	0	-68.25	49.25
136	Mattawin	1930	26	793000	0	X	0	0	-73.75	46.75
137	Mercier	1927	29	2630000	0	HL	0	0	-75.75	46.75
138	Mica	1972	243	25000000	430000	H	1740	0	-118.75	51.75
139	MissiFall	1976	18	28370000	0	X	0	0	-94.75	58.75
140	Mitchinam	1942	20	502159	0	HC	0	0	-74.75	47.25
141	PassesDan	1943	48	5180658	0	H	0	0	-71.25	49.75
142	PinePort	1950	43	12362630	0	H	0	0	-88.75	49.25
143	MainDiver	1924	25	1788560	0	H	0	0	-57.25	49.25
144	Powell	1912	17	1615872	0	HS	0	0	-123.75	50.25
145	Pudops	1967	20	2157374	0	H	0	0	-56.75	48.25
146	Quappelle	1968	30	9867920	0	IHS	0	0	-106.25	50.75
147	Rapide7		1949	20	608111	0	HL	0	0	-78.25	48.25
148	RapideBla	1934	46	598000	0	X	0	0	-73.25	47.75
149	Rapidedes	1930	27	714174	0	HC	0	0	-75.75	46.25
150	Revelstok	1983	175	5180000	115340	H	1843	0	-118.25	51.25
151	SaundersN	1958	47	810000	0	X	0	0	-74.75	45.25
152	skinslake	1953	25	23800000	0	H	0	0	-122.75	53.75
153	E.B.Campb	1962	34	2195612	0	H	0	0	-103.25	53.75
154	Stave_Fal	1911	26	580974	0	H	0	0	-122.25	49.25
155	Strathcon	1958	53	1002827	0	H	0	0	-125.75	50.25
156	SyncrudeT	1992	87	420000	0	X	0	0	-117.25	56.75
157	Terzaghi	1960	61	1021330	0	H	0	0	-121.75	50.75
158	TwinFalls	1921	24	1646709	0	H	0	0	-75.25	44.75
159	Upper_Lak	1929	16	873311	0	H	0	0	-64.75	44.25
160	Waboose	1942	16	851108	0	H	0	0	-87.75	50.75
161	Whitesand	1942	12	14860000	0	H	0	0	-101.75	53.75
162	Colbun	1985	116	1100000	46000	H	400	2500	-71.75	-35.75
163	LagunaMau	1957	40	1420000	86000	IH	0	0	-70.75	-36.25
164	LosLeones 	1981	128	40000	1350	X	0	0	-70.75	-32.75
165	Paloma	1967	96	740000	30000	IC	0	0	-71.25	-30.75
166	Rapel	1968	112	680000	80000	H	350	1038	-71.25	-33.75
167	Ankang	1998	128	2580000	77500	HCIS	800	2800	109.25	33.25
168	Miyun	1960	66	4375000	18700	CISH	92	83	116.75	40.25
169	Bailianhe	1960	55	1210000	85800	CIHF	45	75	106.25	28.25
170	Baishan	1986	150	5320000	12450	HCIS	1500	2003	127.25	42.75
171	Baozhusi	1999	132	2550000	6120	HCI	700	2300	102.25	30.25
172	Bashan	1960	34	509000	1780	ICH	5	8	118.75	35.75
173	Baoshan	1954	48	620000	4100	CIH	5	5	113.75	32.75
174	Chencun	1975	76	2641000	114320	HCIF	150	305	118.25	30.75
175	Chengbihe	1966	70	1130000	55500	HICS	26	120	106.25	23.75
176	Dawangtan	1960	38	585000	0	ICH	5	8	81.75	44.25
177	Dongfeng	1997	162	1025000	19000	HC	510	2420	106.75	26.75
178	Dongjiang	1992	157	9148000	0	HCIS	509	1230	113.75	25.75
179	Erlongsha	1966	31	1726000	0	CI	4	8	124.75	43.25
180	Ertan	1999	240	5800000	116400	HCI	3300	17000	101.75	27.25
181	Fengshuba	1982	95	1540000	0	HCN	150	581	115.25	24.25
182	Fengtingh	1960	54	6159000	0	IH	5	16	81.25	43.75
183	Fenhe	1961	61	721000	0	CIHF	13	19	111.75	38.25
184	Gangnan	1962	63	1571000	0	CIH	41	67	114.25	38.25
185	Gaozhou	1960	52	1151100	0	X	0	0	110.75	21.75
186	Geheyan	1995	151	3440000	7200	HCN	1212	3040	111.25	30.75
187	Gezhouba	1988	53	1580000	6432	HN	2715	15700	111.25	30.25
188	Guanting	1954	52	4160000	0	CIHS	30	59	115.75	40.25
189	Guishi	1966	43	595000	60000	IHC	12	73	113.25	22.25
190	Gutian_No	1956	71	641000	39750	H	66	317	118.75	26.75
191	Guxian	1995	125	1175000	0	CHI	60	91	111.75	34.25
192	Hepu	1960	41	1082000	10300	IHSN	2	10	110.25	22.25
193	Hongfeng	1960	53	600000	57000	HR	20	60	105.75	26.25
194	Hongmen	1983	39	1214000	10400	ICHF	38	110	119.25	26.25
195	Hongshan	1965	31	2560000	2210	CIHF	7	14	120.25	43.25
196	Huairen	1972	79	3400000	98500	HCI	223	463	113.25	39.75
197	Huanglong	1978	107	1162500	36650	HCIS	300	670	110.75	32.75
198	Huangshi	1968	41	612000	47850	CIHN	7	18	111.75	29.25
199	Jinshuita	1986	102	1393000	43400	HCH	300	497	119.25	31.75
200	Liujiaxia	1974	147	6120000	14100	HCFI	1125	4225	103.25	35.75
201	Longhekou	1970	33	848000	6000	CI	3	6	116.75	31.75
202	Longyangx	1997	178	27630000	38300	HCSI	1280	6000	101.25	36.75
203	Lushui	1967	49	706000	72700	CIHFN	38	101	114.25	29.75
204	Manwan	1995	132	920400	23900	HC	1500	7868	113.25	27.25
205	Maojiacun	1971	83	553000	23700	HS	16	73	103.75	25.25
206	Meishan	1956	88	2263000	86800	CIHN	40	114	115.75	31.75
207	Naban	1960	59	824000	4882	ICH	13	37	108.25	22.25
208	Nanshui	1971	81	1243000	40700	H	75	295	114.25	25.25
209	Nanwan	1955	38	1630000	14338	CIHF	6	14	114.75	32.75
210	Niululing	1979	91	701920	23800	HCNF	80	210	110.25	19.25
211	Panjiakou	1984	106	2930000	7960	SHCI	420	638	118.25	39.75
212	Qinhe	1968	40	971000	46000	CI	9	0	124.25	41.75
213	Qingshita	1964	62	560000	3260	IHC	13	53	110.25	25.25
214	Qingtongx	1967	43	735000	8350	IH	302	2400	105.75	37.75
215	Sanmenxia	1960	106	35400000	15200	CHI	250	1000	111.25	34.75
216	Shangyouj	1957	68	822200	48500	HCIN	60	222	114.25	25.75
217	Shizitan	1956	50	1027000	72200	HC	48	162	103.75	30.75
218	Shuangpai	1961	58	690000	76500	IHCN	135	59	111.25	25.75
219	Shuifeng	1943	106	14700000	367500	HCN	630	3480	124.25	40.25
220	Shuifumia	1960	36	560000	6100	IHNC	30	86	112.25	27.75
221	Shuikou	1995	101	2340000	11465	HNS	1400	4950	118.75	26.25
222	Songtao	1970	80	3345000	13300	ICHS	25	120	109.25	28.25
223	Tanghe	1969	48	723000	33600	CS	4	8	123.75	41.25
224	Wanan	1992	65	2216000	10700	HCIN	400	1030	114.75	26.25
225	Wujiangdu	1985	165	2300000	4750	HC	630	3340	106.75	27.75
226	Wuqiangxi	1996	86	2990000	17000	HCIN	1200	5370	110.25	28.75
227	Gongzui	1978	85	357000	1380	HN	707	3590	103.75	29.75
228	Xianghong	1958	88	2632000	9406	CIH	40	96	116.25	31.75
229	Xiaojiang	1960	40	10900	0	I	2	5	108.75	21.75
230	Xidayang	1960	54	1109200	5500	CIH	12	32	114.75	38.75
231	Xijin	1964	41	3000000	370000	HNI	234	1000	109.25	22.75
232	Baipengzh	1987	66	1220000	0	IC	24	75	114.75	22.75
233	Yahekou	1959	34	1316000	110000	ICHF	12	30	112.75	33.25
234	Yantan	1995	110	2430000	11250	HNF	1210	5660	108.25	23.75
235	Yuecheng	1970	53	1090000	48140	I	17	46	114.25	36.25
236	Yunfeng	1967	114	3708000	10600	HCI	400	1340	126.25	42.75
237	Zhanghe	1965	67	2030000	117300	CI	15	12	112.25	30.75
238	Zhaopingt	1959	36	727000	46510	CIHF	7	23	112.75	33.75
239	Zhelin	1972	64	7920000	415600	HCIN	300	535	115.75	29.25
240	Zhexi	1975	104	3570000	17010	HCR	448	2292	112.25	28.75
241	Betania	1984	90	893700	73700	HICS	540	2400	-75.25	2.75
242	Calima	1964	115	581000	19340	H	120	260	-76.75	3.75
243	LaEsmeral	1976	237	760000	12280	H	1000	4380	-73.25	5.25
244	Prado	1971	90	1000000	36000	HI	51	180	-74.75	3.75
245	Salvajina	1985	148	906000	20310	HCI	270	81	-76.75	2.25
246	SanCarlos	1986	70	70000	0	X	0	0	-74.75	6.25
247	SantaRita	1976	60	1236400	63400	H	560	2335	-75.75	6.25
248	Guatavita	1962	54	690000	36930	HCR	9	0	-73.75	5.25
249	Kouilou	1992	137	35000000	0	X	0	0	11.74	-4.25
250	DanielPal	1982	170	120000	3000	X	0	0	-78.75	-2.75
251	Daule-Per	1987	78	6000000	270000	ICHS	210	0	-79.25	-0.75
252	HighAswan	1970	111	162000000	6500000	IHC	2100	7000	32.75	23.75
253	OldAswan	1933	53	1000000	16000	IH	480	2700	32.75	24.25
254	CerronGra	1973	80	1430000	-10000	H	70	0	-88.75	13.75
255	Finchaa	1973	25	650000	-10000	H	0	0	37.75	9.75
256	Koka	1960	42	1900000	-10000	IH	0	0	39.25	8.25
257	Jylhama	1950	15	2343000	928000	H	47	210	26.75	64.75
258	Kaltimo	1958	30	2000000	0	HN	27	14	29.75	62.75
259	Lokka	1967	20	1460000	417000	C	0	0	27.25	67.75
260	Melo	1971	33	699000	124500	H	60	200	23.75	61.75
261	Porttipah	1970	38	1353000	214000	CH	36	101	27.75	67.75
262	Puntariko	1957	14	2390000	293000	H	7	11	30.25	62.75
263	Seitakorv	1963	25	1100000	310000	H	108	484	27.25	66.75
264	Tainionko	1948	17	5600000	4500000	H	60	327	29.25	60.75
265	Mont-Ceni	1968	120	330000	6610	X	0	0	6.75	45.25
266	Roselend	1961	150	190000	3200	X	0	0	6.25	45.75
267	Serre-Pon	1960	129	1270000	28000	HIR	380	700	6.25	44.25
268	Tignes	1952	180	230000	2700	X	0	0	6.75	45.75
269	Akosombo	1965	134	150000000	8482250	H	0	0	0.25	6.25
270	Kastraki	1969	96	950000	28000	HS	320	930	21.25	38.75
271	Kremasta	1965	160	4495000	80600	HF	437	1430	21.25	39.25
272	Mornos	1976	125	780000	0	SI	0	0	22.25	38.75
273	Polyphyt	1974	112	1939000	70500	HF	375	584	22.25	40.25
274	Pournari	1981	107	730000	20600	HF	300	504	22.25	39.25
275	Thissavr	1996	170	705000	18000	H	384	1055	24.25	41.25
276	ElCajon	1984	234	7085000	109745	HICR	300	0	-87.75	14.75
277	ElPescad	1964	10	1926000	104000	H	0	0	-88.25	15.25
278	Sigalda	1977	44	175000	19000	H	0	0	19.25	64.75
279	Almatti	2005	49	6430000	790000	IH	0	0	76.25	16.25
280	Bargi	1990	69	3920000	272970	IH	0	0	80.25	23.25
281	Bhadra	1953	81	2023000	117300	IH	0	0	76.25	14.25
282	BhakraDa	1963	226	9621000	166000	IH	0	0	76.75	31.25
283	Bhatsa	1983	89	976115	27000	IS	0	0	72.75	19.25
284	GandhiSa	1960	62	7322750	660000	IH	0	0	75.75	24.75
285	Hidkal	1977	62	1444140	78030	I	0	0	75.25	15.75
286	Hirakud	1957	59	8100000	727000	IH	0	0	83.75	21.75
287	IdukkiDa	1974	169	1996000	60000	H	0	0	77.25	9.75
288	Kadana	1979	66	1542000	0	IH	0	0	73.75	23.25
289	Kangsaba	1965	41	1036000	124320	I	0	0	87.25	23.25
290	Karjan	1996	100	630000	34150	I	0	0	73.75	21.75
291	Koyna	1964	103	2797400	115350	H	0	0	74.25	17.25
292	Krishnar	1931	40	1369000	129000	IS	0	0	76.75	12.25
293	Linganam	1965	61	4435000	316650	H	0	0	74.75	14.25
294	Lower_Ma	1985	41	680137	81000	I	0	0	79.25	18.25
295	Mahi_Baj	1983	68	2059000	133000	IH	0	0	74.75	23.75
296	Maithon	1957	56	1369200	107000	IH	0	0	87.25	24.25
297	Mani_Dam	1988	59	1006000	56500	H	0	0	75.75	13.75
298	Matatila	1964	46	1132680	1388500	IH	0	0	78.25	25.25
299	Mettur	1934	70	2708790	153460	IH	0	0	79.25	12.25
300	Nagarjun	1960	125	11561000	284900	IH	0	0	79.25	16.75
301	Narayanp	1982	30	1071000	132000	I	0	0	75.75	16.75
302	Jayakwad	1976	43	2910000	398000	IH	0	0	75.75	19.25
303	PanchatH	1959	49	1497500	15300	IH	0	0	86.75	21.25
304	Pong_Dam	1974	133	8570000	260000	IH	0	0	75.75	31.75
305	Ramganga	1974	128	244960	19720	IH	0	0	78.75	29.75
306	Rihand	1962	91	424750	46080	H	0	0	83.25	24.25
307	SardarSa	2007	163	5180624	378780	IH	0	0	73.25	21.75
308	Singur	1989	33	850171	164380	S	0	0	78.25	17.25
309	Somasila	1978	39	2210000	212280	IS	0	0	79.75	14.75
310	Sriram_S	1977	43	3172000	450820	IH	0	0	77.25	19.25
311	Srisaila	1984	145	8722000	616420	H	0	0	78.75	16.25
312	Sukta	1985	32	89500	12065	I	0	0	76.25	21.75
313	Supa	1987	101	4178000	123000	H	0	0	74.75	15.25
314	Tawa	1978	58	2310000	200550	I	0	0	78.25	23.25
315	Tehri	2006	261	3540000	42000	IS	0	0	78.25	30.25
316	Thein	2000	47	3670000	83000	IH	0	0	75.75	32.25
317	Totladoh	1989	75	1359000	77500	IH	0	0	21.25	79.75
318	Tungabha	1953	49	3764000	390	IH	0	0	76.25	15.25
319	Ukai_Dam	1972	81	8511000	520000	IH	0	0	73.75	21.25
320	UpperWai	1994	43	507000	55360	I	0	0	80.25	22.25
321	Warna	1986	89	964000	29000	I	0	0	74.25	16.75
322	Jatiluhu	1967	105	2556000	77800	IH	31	0	107.25	-6.75
323	Kedungom	1989	62	723000	46000	IH	20	0	110.75	-7.25
324	Siruar	1983	39	2860000	11000	X	0	0	98.75	3.75
325	Wonogiri	1982	40	560000	74	CIH 	13	0	110.75	-7.75
326	Aras	1970	42	1350000	145000	IH	22	88	45.25	39.25
327	Chahnime	1978	17	660000	44690	IS	0	0	61.75	31.25
328	Dez	1962	203	3340000	65000	IH	520	1783	49.25	33.25
329	ShahidAb	1976	200	2900000	54800	IH	1000	3316	50.25	32.25
330	Lar	1980	105	960000	29000	ISH	145	325	54.25	27.75
331	ShahidKa	1971	52	650000	45000	IH	10	56	46.25	36.75
332	Derbendi	1961	128	3000000	0	ICH	0	0	46.25	35.25
333	Dokan	1959	116	6800000	0	IC	0	0	44.25	35.75
334	Haditha	1983	57	8200000	418000	IH	0	0	43.25	33.25
335	Hemren	1983	30	630000	0	ICH	0	0	44.75	33.75
336	Mosul	1983	131	12500000	0	ICH	773	3500	43.25	36.25
337	RazzaDyk	1970	18	26000000	0	C	0	0	43.25	32.75
338	Edolo	1983	25	0	120	X	0	0	10.25	46.25
339	Ayame	1959	30	1100000	180000	H	20	63	-3.25	5.75
340	Byou	1980	37	8300000	895000	H	165	652	-7.25	6.25
341	Kossou	1972	58	27675400	1780000	HI	90	112	-5.75	7.25
342	Doyo	1986	87	10000	300	X	0	0	133.25	35.25
343	Kuriyama	1985	98	10000	320	X	0	0	139.75	36.75
344	Kurokawa	1974	98	30000	0	X	0	0	134.75	34.75
345	KuruyonD	1964	186	200000	0	X	0	0	137.75	36.75
346	Nagawado	1969	155	120000	0	X	0	0	137.75	36.25
347	Naramata	1989	158	90000	2000	X	0	0	139.25	35.75
348	Okutadam	1961	157	601000	11500	H	360	613	138.75	37.25
349	Sakuma	1956	156	330000	0	X	0	0	137.75	35.25
350	Seto	1978	111	20000	520	X	0	0	135.75	34.25
351	Shintoyo	1973	117	50000	0	X	0	0	137.25	34.75
352	Tamahara	1982	116	10000	570	X	0	0	139.25	36.75
353	Tedoriga	1979	154	230000	5250	X	0	0	136.75	36.75
354	Masinga	1980	70	1560000	120000	CH	0	0	37.75	-0.75
355	Turkwel	1991	153	1640000	0	X	0	0	35.75	0.75
356	An_Dong	1977	83	1000000	51500	SIHCNR	90	0	129.25	37.25
357	Chungju	1986	98	1789000	97000	SIHCNR	412	0	127.75	36.75
358	Soyangga	1973	123	1900000	70000	SIHCNR	200	0	127.75	37.75
359	Nam_Ngum	1972	75	7030000	370000	H	150	0	102.25	18.25
360	Batang_A	1985	83	2650000	90000	H	0	0	111.75	1.25
361	Kenyir	1985	155	13600000	369000	CHR	400	600	102.75	5.25
362	Pedu_Dam	1969	61	1047800	0	I	0	0	100.75	6.25
363	Temengor	1978	127	6050000	152000	HC	0	0	101.25	5.25
364	Selingue	1982	23	2170000	430000	INHC	0	0	-7.75	12.75
365	AdolfoRu	1955	81	1014700	64470	IHC	0	0	-109.25	27.25
366	Aguamilp	1994	187	6950000	0	H	960	2131	-104.75	21.75
367	Alvaro_O	1952	90	3237000	163000	IHC	0	0	-109.75	27.75
368	carloz_r	1985	126	782000	0	H	602	0	-99.75	18.25
369	Chicoase	1980	261	1610000	0	X	0	0	-93.25	16.75
370	Chilatan	1986	104	600000	23800	IC	0	0	-102.25	19.25
371	elinfier	1963	148	9340000	145000	H	1032	0	-101.75	18.25
372	PdteGust	1982	114	1800000	60000	IHC	90	0	-108.25	25.25
373	Internac	1968	87	4379000	34500	IHCS	0	0	-101.25	29.25
374	la_angos	1974	146	9200000	420000	H	900	0	-93.75	17.25
375	La_Boqui	1916	74	3990800	210030	IH	0	0	-106.25	28.75
376	LazaroCa	1947	95	3162000	113500	IC	0	0	-115.75	31.25
377	NETZAHUA	1964	138	8300000	230000	HC	1080	0	-92.75	18.25
378	MiguelHi	1956	86	3290000	130000	ICH	0	0	-108.75	26.25
379	Plutarco	1964	133	3030000	100000	H	135	0	-110.75	29.25
380	Presiden	1955	76	6515000	315000	ICH	0	0	-98.75	26.25
381	PdteALop	1964	107	3150000	113200	IC	0	0	-107.25	24.75
382	Solis	1949	57	1217000	848000	IC	0	0	-100.25	19.75
383	Venustia	1932	35	1385000	198000	IC	0	0	-103.75	19.75
384	vincente	1968	69	250000	12200	I	0	0	-98.75	24.25
385	Zimapan	1994	207	996000	0	H	400	1292	-99.75	25.75
386	Almassir	1979	82	2760000	141000	HIS	197	221	-7.75	32.75
387	BinOuida	1953	133	1384000	38200	HI	229	237	-6.25	32.25
388	Idriss	1973	72	1186000	68000	HI	40	66	-4.75	34.25
389	Mansour	1972	70	529000	47600	HI	10	20	-6.75	30.75
390	Mohammed	1981	40	33600	3860	IS	0	0	-2.75	34.75
391	Oued	1979	67	773000	41000	HIS	36	60	-5.75	35.25
392	Alwhada	1996	88	3800000	123000	HICX	250	390	-5.75	34.75
393	Cabora	1974	171	52000000	2660000	IHC	2075	0	32.75	-15.75
394	Chicamba	1959	75	1536000	120000	HC	34	0	33.25	-19.25
395	Massingi	1976	48	2256000	150700	IHC	40	0	31.75	-23.75
396	Afsluitd	1932	19	5120000	1200000	CS	0	0	5.75	52.75
